Message_ID,Message_Text,Caller_Location,Is_Fraud,Communication_Type,Duration_Seconds
56,urgent lottery OTP claim now free gift win,Chennai,1,Call,118
57,call me meeting family trip schedule project update documents,Delhi,0,SMS,0
58,family trip dinner hello,Chennai,0,SMS,0
59,documents call me call me,Hyderabad,0,SMS,0
60,dinner meeting invoice documents documents assignment,Bangalore,0,Call,25
61,family trip schedule family trip,Hyderabad,0,Call,260
62,invoice call me call me,Hyderabad,0,SMS,0
63,free gift investment scheme free gift claim now urgent OTP,Noida,1,Call,173
64,invoice schedule invoice,Pune,0,Call,273
65,call me dinner documents family trip,Kolkata,0,Call,135
66,hello dinner documents,Delhi,0,SMS,0
67,meeting invoice meeting documents dinner invoice,Mumbai,0,Call,98
68,KYC update free gift claim now claim now urgent urgent,Chennai,1,Call,202
69,documents project update invoice family trip,Delhi,0,Call,42
70,claim now blocked OTP lottery free gift,Noida,1,SMS,0
71,win KYC update KYC update KYC update,Pune,1,Call,144
72,dinner hello call me,Chennai,0,Call,94
73,meeting hello invoice invoice dinner,Mumbai,0,SMS,0
74,free gift lottery win blocked lottery,Kolkata,1,Call,23
75,documents schedule documents family trip,Delhi,0,Call,214
76,invoice call me assignment dinner,Pune,0,Call,46
77,bank alert blocked KYC update,Unknown,1,SMS,0
78,call me family trip dinner,Delhi,0,SMS,0
79,invoice call me dinner schedule schedule,Hyderabad,0,Call,89
80,dinner family trip call me family trip,Hyderabad,0,Call,230
81,win blocked win OTP,Bangalore,1,Call,257
82,invoice meeting documents schedule family trip family trip,Pune,0,Call,62
83,family trip invoice project update meeting,Hyderabad,0,Call,100
84,family trip assignment documents,Kolkata,0,Call,297
85,call me assignment meeting,Kolkata,0,SMS,0
86,invoice meeting call me,Hyderabad,0,Call,102
87,documents call me dinner,Pune,0,Call,277
88,documents meeting family trip meeting meeting documents,Noida,0,Call,35
89,urgent lottery investment scheme OTP KYC update,Mumbai,1,SMS,0
90,hello meeting assignment family trip,Mumbai,0,Call,87
91,invoice invoice documents,Pune,0,SMS,0
92,hello meeting invoice meeting,Unknown,0,Call,50
93,blocked KYC update free gift,Mumbai,1,Call,87
94,schedule schedule invoice schedule,Chennai,0,Call,212
95,free gift lottery blocked free gift,Mumbai,1,Call,110
96,documents documents hello meeting assignment schedule,Chennai,0,Call,268
97,assignment hello documents invoice,Hyderabad,0,Call,118
98,schedule schedule meeting dinner,Noida,0,SMS,0
99,project update project update project update dinner meeting,Noida,0,Call,268
100,dinner project update hello call me documents,Mumbai,0,Call,258
101,dinner meeting meeting,Mumbai,0,Call,229
102,assignment call me invoice schedule project update invoice,Pune,0,SMS,0
103,assignment project update call me assignment project update,Mumbai,0,Call,24
104,call me family trip invoice,Bangalore,0,SMS,0
105,claim now OTP free gift urgent bank alert KYC update,Bangalore,1,Call,102
106,project update family trip call me documents project update,Unknown,0,Call,151
107,meeting invoice call me,Hyderabad,0,SMS,0
108,lottery OTP investment scheme,Chennai,1,SMS,0
109,hello hello meeting,Noida,0,Call,92
110,invoice schedule documents invoice family trip hello,Hyderabad,0,SMS,0
111,family trip project update dinner,Chennai,0,SMS,0
112,call me schedule invoice hello family trip assignment,Chennai,0,Call,31
113,win free gift free gift claim now OTP,Delhi,1,Call,129
114,blocked investment scheme claim now,Mumbai,1,Call,113
115,family trip dinner meeting documents,Unknown,0,SMS,0
116,OTP win blocked KYC update,Mumbai,1,Call,268
117,OTP urgent KYC update blocked lottery lottery,Unknown,1,Call,236
118,dinner call me assignment project update call me meeting,Hyderabad,0,SMS,0
119,lottery bank alert KYC update blocked win urgent,Pune,1,SMS,0
120,documents family trip meeting,Pune,0,Call,70
121,urgent lottery win KYC update blocked blocked,Hyderabad,1,SMS,0
122,free gift urgent investment scheme bank alert investment scheme free gift,Bangalore,1,SMS,0
123,project update family trip hello,Chennai,0,SMS,0
124,assignment hello assignment hello,Unknown,0,Call,156
125,assignment hello call me schedule family trip,Kolkata,0,Call,86
126,dinner project update invoice meeting dinner meeting,Mumbai,0,Call,23
127,bank alert urgent KYC update KYC update claim now lottery,Hyderabad,1,SMS,0
128,win bank alert KYC update OTP free gift free gift,Chennai,1,Call,277
129,assignment project update call me assignment meeting hello,Unknown,0,Call,31
130,hello schedule dinner,Noida,0,SMS,0
131,call me meeting documents call me project update,Mumbai,0,SMS,0
132,dinner call me meeting call me project update documents,Pune,0,Call,283
133,family trip invoice documents assignment call me,Hyderabad,0,SMS,0
134,hello schedule hello documents hello,Pune,0,Call,121
135,lottery KYC update urgent,Unknown,1,Call,88
136,family trip call me hello,Pune,0,Call,159
137,project update family trip family trip,Mumbai,0,SMS,0
138,hello family trip schedule hello,Bangalore,0,SMS,0
139,meeting documents dinner invoice,Chennai,0,Call,35
140,investment scheme bank alert lottery free gift free gift,Bangalore,1,Call,180
141,investment scheme urgent bank alert OTP investment scheme,Hyderabad,1,Call,191
142,dinner family trip meeting documents schedule,Bangalore,0,Call,43
143,invoice call me project update meeting call me,Delhi,0,SMS,0
144,hello project update call me dinner schedule,Chennai,0,Call,245
145,call me invoice documents,Unknown,0,Call,196
146,dinner meeting meeting meeting meeting documents,Chennai,0,SMS,0
147,call me family trip call me hello schedule project update,Delhi,0,Call,176
148,family trip family trip call me,Kolkata,0,Call,94
149,family trip assignment assignment,Bangalore,0,Call,38
150,hello project update invoice documents,Chennai,0,Call,270
151,free gift blocked claim now free gift,Pune,1,Call,268
152,call me project update documents assignment meeting,Unknown,0,SMS,0
153,documents schedule schedule call me meeting,Noida,0,SMS,0
154,dinner invoice hello meeting,Hyderabad,0,SMS,0
155,KYC update blocked blocked KYC update,Hyderabad,1,SMS,0
156,invoice meeting dinner call me,Hyderabad,0,Call,145
157,project update documents schedule invoice,Chennai,0,SMS,0
158,win urgent bank alert free gift,Bangalore,1,SMS,0
159,documents call me project update call me family trip,Chennai,0,SMS,0
160,project update documents meeting,Mumbai,0,SMS,0
161,schedule project update assignment,Pune,0,SMS,0
162,family trip project update project update assignment documents project update,Noida,0,SMS,0
163,schedule call me documents,Noida,0,SMS,0
164,schedule documents schedule family trip schedule,Pune,0,SMS,0
165,hello schedule meeting meeting invoice,Delhi,0,Call,51
166,KYC update KYC update free gift KYC update free gift,Mumbai,1,SMS,0
167,invoice invoice family trip,Unknown,0,Call,127
168,meeting schedule schedule assignment,Noida,0,SMS,0
169,assignment dinner documents family trip,Hyderabad,0,SMS,0
170,dinner dinner project update,Chennai,0,SMS,0
171,project update dinner hello documents,Delhi,0,Call,178
172,family trip dinner schedule documents project update,Pune,0,Call,120
173,schedule project update project update documents,Kolkata,0,SMS,0
174,project update invoice meeting invoice meeting,Unknown,0,Call,171
175,assignment assignment project update family trip,Hyderabad,0,SMS,0
176,family trip meeting schedule documents project update documents,Noida,0,Call,101
177,invoice family trip hello invoice,Chennai,0,Call,134
178,invoice meeting call me invoice,Pune,0,Call,171
179,win urgent urgent win,Unknown,1,SMS,0
180,call me call me meeting family trip,Kolkata,0,Call,75
181,documents call me hello meeting assignment,Delhi,0,Call,243
182,schedule assignment meeting,Noida,0,SMS,0
183,claim now blocked OTP investment scheme,Chennai,1,Call,149
184,OTP KYC update KYC update,Hyderabad,1,SMS,0
185,hello meeting documents meeting dinner invoice,Pune,0,SMS,0
186,invoice hello dinner call me,Pune,0,Call,165
187,free gift KYC update investment scheme lottery KYC update,Delhi,1,SMS,0
188,family trip schedule invoice,Bangalore,0,Call,210
189,call me project update call me invoice schedule,Bangalore,0,Call,205
190,invoice project update hello dinner,Hyderabad,0,SMS,0
191,project update invoice invoice family trip,Kolkata,0,Call,80
192,bank alert blocked bank alert,Pune,1,Call,104
193,lottery urgent OTP,Pune,1,SMS,0
194,project update invoice documents documents schedule dinner,Pune,0,SMS,0
195,project update call me family trip hello documents,Delhi,0,Call,170
196,family trip family trip meeting,Bangalore,0,SMS,0
197,dinner hello call me invoice meeting,Mumbai,0,SMS,0
198,bank alert bank alert investment scheme KYC update,Unknown,1,SMS,0
199,KYC update investment scheme KYC update bank alert,Delhi,1,SMS,0
200,blocked win bank alert lottery urgent,Noida,1,Call,16
201,assignment call me invoice call me,Kolkata,0,Call,70
202,family trip meeting family trip dinner,Kolkata,0,SMS,0
203,documents invoice dinner assignment assignment family trip,Unknown,0,Call,174
204,lottery urgent OTP lottery,Kolkata,1,SMS,0
205,documents assignment family trip hello assignment invoice,Kolkata,0,SMS,0
206,project update hello family trip schedule,Mumbai,0,Call,235
207,hello invoice meeting schedule,Kolkata,0,Call,96
208,assignment schedule dinner invoice hello dinner,Pune,0,Call,251
209,schedule dinner call me invoice documents meeting,Delhi,0,Call,174
210,schedule invoice documents documents family trip,Bangalore,0,SMS,0
211,dinner documents call me invoice project update,Kolkata,0,SMS,0
212,project update schedule assignment dinner assignment documents,Hyderabad,0,Call,84
213,invoice schedule hello documents dinner project update,Hyderabad,0,SMS,0
214,family trip invoice meeting assignment schedule assignment,Hyderabad,0,Call,66
215,invoice assignment invoice assignment,Kolkata,0,Call,190
216,call me hello documents documents,Noida,0,Call,105
217,dinner meeting meeting dinner family trip,Pune,0,SMS,0
218,documents family trip invoice invoice,Chennai,0,SMS,0
219,project update assignment meeting project update hello dinner,Kolkata,0,Call,223
220,urgent claim now blocked bank alert,Noida,1,Call,124
221,meeting project update family trip project update assignment,Chennai,0,Call,254
222,hello hello family trip family trip family trip,Unknown,0,Call,292
223,project update assignment call me,Mumbai,0,SMS,0
224,family trip documents meeting meeting,Pune,0,SMS,0
225,project update family trip invoice dinner call me,Kolkata,0,Call,262
226,documents assignment invoice hello,Delhi,0,Call,283
227,claim now win free gift OTP OTP,Delhi,1,SMS,0
228,family trip family trip project update,Delhi,0,Call,279
229,investment scheme bank alert urgent free gift,Unknown,1,SMS,0
230,project update meeting hello project update project update schedule,Unknown,0,SMS,0
231,blocked investment scheme blocked urgent,Chennai,1,Call,210
232,meeting schedule meeting dinner documents project update,Unknown,0,SMS,0
233,family trip family trip invoice hello assignment dinner,Hyderabad,0,SMS,0
234,hello assignment hello documents,Mumbai,0,SMS,0
235,assignment documents project update schedule documents family trip,Hyderabad,0,SMS,0
236,hello invoice call me assignment dinner,Kolkata,0,Call,11
237,invoice family trip documents schedule,Chennai,0,SMS,0
238,project update call me meeting invoice schedule,Noida,0,SMS,0
239,meeting call me dinner,Chennai,0,SMS,0
240,dinner hello call me call me meeting,Noida,0,Call,72
241,OTP investment scheme lottery win urgent,Mumbai,1,Call,256
242,urgent KYC update win,Unknown,1,Call,234
243,urgent lottery win lottery investment scheme,Unknown,1,SMS,0
244,assignment dinner dinner schedule,Kolkata,0,Call,119
245,assignment invoice invoice hello assignment,Delhi,0,Call,233
246,lottery lottery bank alert win blocked claim now,Bangalore,1,Call,280
247,dinner hello documents call me hello,Chennai,0,SMS,0
248,free gift investment scheme free gift free gift,Chennai,1,Call,45
249,OTP OTP OTP,Kolkata,1,Call,20
250,investment scheme blocked KYC update KYC update urgent,Hyderabad,1,Call,50
251,schedule assignment dinner project update dinner documents,Pune,0,SMS,0
252,invoice call me schedule invoice,Kolkata,0,SMS,0
253,urgent investment scheme free gift KYC update lottery free gift,Bangalore,1,Call,65
254,documents documents dinner project update documents,Unknown,0,Call,296
255,documents assignment dinner call me project update,Noida,0,Call,181
256,invoice meeting schedule hello documents,Hyderabad,0,SMS,0
257,urgent OTP KYC update KYC update,Hyderabad,1,SMS,0
258,invoice invoice invoice family trip family trip,Mumbai,0,Call,206
259,hello invoice assignment documents,Bangalore,0,SMS,0
260,schedule schedule family trip hello,Hyderabad,0,Call,117
261,dinner call me call me family trip,Bangalore,0,SMS,0
262,urgent bank alert free gift urgent claim now,Kolkata,1,Call,138
263,hello schedule assignment,Noida,0,SMS,0
264,project update hello invoice call me,Noida,0,Call,252
265,claim now bank alert urgent,Chennai,1,SMS,0
266,schedule documents family trip hello family trip,Unknown,0,Call,18
267,hello documents meeting,Chennai,0,Call,52
268,schedule assignment assignment project update invoice,Hyderabad,0,Call,253
269,meeting assignment family trip invoice meeting,Mumbai,0,Call,157
270,dinner dinner invoice hello,Chennai,0,SMS,0
271,KYC update bank alert lottery lottery claim now,Chennai,1,Call,82
272,free gift urgent lottery claim now blocked,Chennai,1,SMS,0
273,win blocked OTP,Bangalore,1,SMS,0
274,bank alert lottery OTP investment scheme OTP claim now,Kolkata,1,Call,90
275,meeting project update invoice invoice family trip,Mumbai,0,Call,203
276,family trip dinner dinner hello call me,Noida,0,Call,256
277,lottery lottery OTP lottery,Bangalore,1,Call,135
278,meeting call me assignment dinner,Hyderabad,0,SMS,0
279,dinner project update meeting call me dinner call me,Mumbai,0,SMS,0
280,blocked investment scheme lottery win OTP urgent,Noida,1,SMS,0
281,blocked free gift bank alert claim now,Mumbai,1,SMS,0
282,meeting meeting documents,Pune,0,Call,86
283,call me hello meeting hello family trip,Pune,0,SMS,0
284,documents call me call me assignment invoice dinner,Chennai,0,Call,17
285,dinner schedule project update documents family trip call me,Chennai,0,Call,211
286,invoice hello documents schedule documents schedule,Pune,0,SMS,0
287,call me project update schedule call me call me project update,Noida,0,SMS,0
288,dinner documents meeting meeting,Hyderabad,0,SMS,0
289,hello hello meeting,Unknown,0,SMS,0
290,family trip meeting hello invoice,Unknown,0,SMS,0
291,hello family trip documents,Bangalore,0,SMS,0
292,meeting project update invoice call me family trip,Hyderabad,0,Call,226
293,KYC update win OTP,Mumbai,1,Call,109
294,dinner meeting dinner family trip,Unknown,0,Call,44
295,schedule schedule schedule call me,Mumbai,0,SMS,0
296,family trip documents dinner documents project update,Mumbai,0,Call,247
297,investment scheme claim now claim now,Mumbai,1,Call,232
298,documents assignment assignment meeting project update family trip,Unknown,0,Call,261
299,assignment hello invoice hello project update,Noida,0,Call,122
300,assignment dinner invoice,Delhi,0,Call,235
301,meeting meeting schedule call me,Mumbai,0,Call,148
302,assignment project update invoice call me project update,Hyderabad,0,SMS,0
303,documents assignment family trip family trip assignment schedule,Kolkata,0,SMS,0
304,schedule family trip dinner invoice family trip dinner,Chennai,0,SMS,0
305,call me dinner call me,Hyderabad,0,Call,121
306,win KYC update win,Pune,1,SMS,0
307,family trip call me family trip assignment invoice,Unknown,0,SMS,0
308,meeting family trip invoice dinner project update dinner,Kolkata,0,Call,219
309,lottery free gift investment scheme,Chennai,1,SMS,0
310,invoice assignment hello family trip,Hyderabad,0,Call,196
311,call me hello documents family trip dinner project update,Kolkata,0,SMS,0
312,invoice meeting meeting dinner,Delhi,0,Call,258
313,schedule meeting invoice dinner call me meeting,Unknown,0,Call,48
314,investment scheme urgent claim now,Noida,1,SMS,0
315,investment scheme bank alert bank alert lottery investment scheme win,Bangalore,1,Call,217
316,family trip project update call me dinner hello,Delhi,0,SMS,0
317,invoice dinner invoice assignment call me documents,Pune,0,Call,253
318,meeting invoice invoice assignment,Noida,0,SMS,0
319,project update dinner documents schedule meeting hello,Delhi,0,SMS,0
320,schedule dinner meeting,Chennai,0,Call,195
321,invoice hello project update documents project update,Kolkata,0,SMS,0
322,call me assignment meeting project update schedule,Unknown,0,SMS,0
323,assignment project update family trip,Kolkata,0,SMS,0
324,call me dinner documents,Mumbai,0,Call,166
325,free gift investment scheme bank alert lottery,Hyderabad,1,Call,244
326,schedule documents documents,Pune,0,SMS,0
327,call me assignment meeting invoice family trip,Mumbai,0,SMS,0
328,invoice schedule meeting meeting,Mumbai,0,Call,264
329,family trip hello invoice project update documents,Pune,0,Call,261
330,hello project update assignment,Hyderabad,0,SMS,0
331,family trip assignment documents,Chennai,0,Call,261
332,urgent win KYC update win win bank alert,Hyderabad,1,Call,238
333,assignment invoice dinner,Unknown,0,SMS,0
334,family trip schedule family trip documents dinner,Kolkata,0,Call,155
335,meeting schedule call me family trip project update invoice,Chennai,0,Call,143
336,meeting family trip family trip hello hello meeting,Bangalore,0,Call,133
337,investment scheme KYC update win OTP,Kolkata,1,SMS,0
338,call me dinner call me call me dinner,Chennai,0,Call,236
339,hello meeting dinner documents assignment,Hyderabad,0,SMS,0
340,schedule invoice hello assignment,Pune,0,Call,287
341,dinner documents invoice schedule schedule,Hyderabad,0,Call,246
342,hello dinner assignment meeting assignment assignment,Bangalore,0,SMS,0
343,schedule meeting meeting,Chennai,0,SMS,0
344,hello invoice family trip,Unknown,0,SMS,0
345,call me call me schedule,Hyderabad,0,SMS,0
346,family trip invoice family trip hello,Chennai,0,Call,279
347,assignment schedule meeting schedule call me,Kolkata,0,SMS,0
348,invoice family trip invoice,Bangalore,0,SMS,0
349,hello schedule dinner schedule meeting,Unknown,0,SMS,0
350,schedule documents hello project update,Chennai,0,Call,288
351,hello family trip project update family trip family trip,Delhi,0,Call,288
352,lottery lottery investment scheme free gift investment scheme investment scheme,Hyderabad,1,SMS,0
353,call me dinner project update,Bangalore,0,SMS,0
354,invoice assignment schedule schedule family trip call me,Unknown,0,SMS,0
355,family trip documents documents invoice meeting meeting,Unknown,0,SMS,0
356,call me call me assignment documents assignment,Mumbai,0,Call,143
357,meeting project update project update call me family trip meeting,Bangalore,0,SMS,0
358,project update meeting hello schedule documents assignment,Unknown,0,Call,120
359,lottery OTP KYC update investment scheme lottery,Chennai,1,SMS,0
360,call me schedule assignment meeting schedule,Mumbai,0,SMS,0
361,hello meeting meeting meeting invoice call me,Kolkata,0,Call,144
362,hello assignment invoice family trip invoice,Chennai,0,SMS,0
363,documents documents meeting invoice family trip invoice,Hyderabad,0,SMS,0
364,call me call me family trip,Bangalore,0,SMS,0
365,claim now OTP free gift free gift win,Hyderabad,1,SMS,0
366,invoice call me hello invoice documents project update,Noida,0,Call,266
367,free gift win blocked bank alert bank alert,Noida,1,SMS,0
368,claim now blocked urgent urgent,Bangalore,1,SMS,0
369,invoice meeting project update project update,Kolkata,0,Call,269
370,family trip dinner assignment call me call me,Mumbai,0,SMS,0
371,call me family trip documents schedule,Delhi,0,Call,69
372,dinner dinner assignment project update,Unknown,0,SMS,0
373,meeting invoice project update documents invoice,Delhi,0,SMS,0
374,dinner documents invoice assignment assignment,Noida,0,SMS,0
375,hello schedule assignment dinner meeting call me,Noida,0,Call,135
376,hello call me schedule,Kolkata,0,Call,178
377,claim now bank alert investment scheme,Delhi,1,SMS,0
378,meeting schedule call me hello assignment dinner,Delhi,0,Call,282
379,investment scheme KYC update KYC update bank alert,Mumbai,1,SMS,0
380,assignment assignment family trip documents,Kolkata,0,Call,255
381,documents invoice documents,Kolkata,0,SMS,0
382,project update assignment meeting assignment project update,Bangalore,0,Call,88
383,project update call me assignment schedule,Hyderabad,0,SMS,0
384,win lottery bank alert claim now,Kolkata,1,Call,180
385,call me family trip call me,Kolkata,0,Call,234
386,lottery KYC update investment scheme,Chennai,1,Call,273
387,dinner schedule family trip,Pune,0,Call,77
388,assignment schedule hello dinner schedule,Delhi,0,SMS,0
389,OTP bank alert blocked urgent investment scheme KYC update,Unknown,1,SMS,0
390,urgent lottery blocked lottery,Delhi,1,Call,252
391,KYC update bank alert bank alert KYC update,Bangalore,1,SMS,0
392,call me hello documents project update family trip,Bangalore,0,Call,93
393,invoice documents documents,Bangalore,0,SMS,0
394,blocked OTP blocked bank alert win,Hyderabad,1,Call,279
395,project update documents meeting family trip family trip,Unknown,0,SMS,0
396,urgent investment scheme free gift free gift lottery,Mumbai,1,SMS,0
397,free gift urgent KYC update free gift,Hyderabad,1,Call,220
398,family trip hello call me family trip,Bangalore,0,Call,187
399,bank alert blocked win lottery urgent,Hyderabad,1,Call,29
400,OTP investment scheme free gift free gift KYC update,Mumbai,1,Call,100
401,hello assignment call me invoice dinner,Pune,0,Call,128
402,free gift win investment scheme claim now urgent free gift,Unknown,1,SMS,0
403,schedule documents project update,Hyderabad,0,Call,261
404,OTP KYC update KYC update free gift KYC update win,Unknown,1,SMS,0
405,dinner family trip meeting assignment dinner family trip,Mumbai,0,Call,19
406,claim now win OTP bank alert,Pune,1,SMS,0
407,project update documents schedule hello hello,Unknown,0,SMS,0
408,schedule invoice invoice invoice family trip assignment,Bangalore,0,Call,53
409,bank alert free gift lottery OTP,Unknown,1,Call,251
410,dinner meeting documents,Kolkata,0,SMS,0
411,family trip family trip project update meeting project update,Bangalore,0,SMS,0
412,urgent win lottery OTP,Unknown,1,Call,241
413,blocked bank alert urgent,Chennai,1,SMS,0
414,family trip call me documents assignment project update hello,Chennai,0,SMS,0
415,meeting family trip project update dinner family trip assignment,Bangalore,0,SMS,0
416,documents documents family trip dinner documents,Unknown,0,SMS,0
417,documents assignment meeting dinner dinner,Delhi,0,SMS,0
418,schedule schedule documents hello schedule documents,Hyderabad,0,SMS,0
419,invoice call me call me dinner,Chennai,0,Call,178
420,KYC update investment scheme lottery OTP,Delhi,1,Call,108
421,claim now blocked KYC update urgent,Noida,1,Call,127
422,OTP KYC update OTP,Hyderabad,1,Call,165
423,meeting meeting assignment call me project update,Bangalore,0,SMS,0
424,project update schedule assignment project update,Chennai,0,Call,226
425,dinner project update family trip documents,Pune,0,SMS,0
426,assignment dinner hello,Chennai,0,SMS,0
427,dinner call me hello invoice documents,Mumbai,0,Call,135
428,blocked blocked blocked,Chennai,1,Call,27
429,schedule documents documents documents assignment,Pune,0,SMS,0
430,schedule meeting dinner dinner,Pune,0,Call,166
431,hello assignment family trip dinner,Bangalore,0,Call,294
432,win bank alert blocked blocked OTP,Pune,1,SMS,0
433,family trip project update schedule,Chennai,0,SMS,0
434,hello family trip assignment documents documents call me,Bangalore,0,SMS,0
435,schedule meeting meeting schedule assignment invoice,Unknown,0,SMS,0
436,schedule assignment hello documents project update invoice,Chennai,0,SMS,0
437,family trip invoice project update call me,Kolkata,0,SMS,0
438,blocked lottery investment scheme OTP OTP lottery,Hyderabad,1,Call,263
439,invoice documents dinner assignment hello project update,Pune,0,Call,261
440,invoice family trip call me schedule,Noida,0,Call,56
441,invoice call me project update schedule,Mumbai,0,SMS,0
442,OTP urgent claim now blocked,Kolkata,1,SMS,0
443,meeting meeting hello family trip call me invoice,Pune,0,Call,266
444,assignment family trip dinner schedule documents,Chennai,0,Call,283
445,claim now bank alert bank alert blocked KYC update free gift,Bangalore,1,Call,44
446,free gift bank alert win bank alert,Kolkata,1,SMS,0
447,bank alert blocked OTP blocked,Noida,1,Call,115
448,claim now bank alert free gift investment scheme free gift lottery,Hyderabad,1,Call,146
449,hello dinner invoice,Bangalore,0,Call,166
450,invoice hello assignment dinner schedule,Mumbai,0,SMS,0
451,bank alert urgent investment scheme win lottery,Delhi,1,Call,198
452,dinner dinner meeting family trip,Mumbai,0,Call,238
453,dinner meeting meeting meeting documents assignment,Kolkata,0,SMS,0
454,blocked win OTP,Pune,1,SMS,0
455,documents documents assignment schedule hello meeting,Unknown,0,SMS,0
456,invoice schedule project update family trip project update meeting,Pune,0,SMS,0
457,schedule project update project update hello hello schedule,Hyderabad,0,SMS,0
458,meeting documents call me dinner invoice,Kolkata,0,Call,112
459,dinner assignment hello schedule,Unknown,0,Call,260
460,dinner meeting invoice dinner invoice family trip,Bangalore,0,SMS,0
461,meeting call me project update,Unknown,0,SMS,0
462,invoice meeting invoice invoice documents,Hyderabad,0,SMS,0
463,documents meeting documents assignment,Chennai,0,SMS,0
464,call me schedule meeting meeting,Noida,0,Call,291
465,investment scheme KYC update KYC update blocked,Pune,1,Call,296
466,schedule documents family trip family trip project update family trip,Kolkata,0,SMS,0
467,hello call me family trip documents invoice meeting,Hyderabad,0,SMS,0
468,free gift free gift blocked lottery KYC update free gift,Delhi,1,SMS,0
469,project update documents call me,Noida,0,SMS,0
470,OTP lottery bank alert free gift,Hyderabad,1,Call,276
471,documents family trip project update family trip schedule hello,Delhi,0,SMS,0
472,free gift urgent urgent bank alert investment scheme lottery,Delhi,1,SMS,0
473,dinner assignment dinner assignment meeting,Delhi,0,Call,10
474,claim now urgent OTP free gift,Chennai,1,SMS,0
475,assignment call me documents,Unknown,0,Call,228
476,blocked lottery investment scheme,Mumbai,1,SMS,0
477,project update documents meeting,Pune,0,SMS,0
478,documents documents project update dinner family trip invoice,Delhi,0,Call,187
479,blocked blocked OTP,Hyderabad,1,SMS,0
480,invoice project update call me assignment documents family trip,Bangalore,0,Call,285
481,assignment invoice assignment dinner documents,Bangalore,0,Call,192
482,assignment call me call me documents,Kolkata,0,Call,173
483,hello call me assignment meeting,Delhi,0,SMS,0
484,call me invoice hello assignment project update schedule,Hyderabad,0,SMS,0
485,project update dinner schedule dinner schedule,Delhi,0,Call,218
486,OTP lottery bank alert claim now win,Chennai,1,SMS,0
487,call me assignment hello invoice dinner meeting,Delhi,0,SMS,0
488,dinner family trip hello meeting,Pune,0,SMS,0
489,urgent bank alert investment scheme investment scheme urgent,Bangalore,1,Call,125
490,claim now KYC update blocked claim now investment scheme,Delhi,1,Call,134
